table	leftCategory	rightCategory
AC	P00209	S00454
AC	P00209	S00455
AC	P00209	S00456
AC	P00209	S00457
AC	P00210	S00453
AC	P00210	S00454
AC	P00210	S00455
AC	P00210	S00457
AC	P00211	S00038
AC	P00211	S00039
AC	P00211	S00040
AC	P00211	S00041
AC	P00211	S00042
AC	P00211	S00043
AC	P00211	S00084
AC	P00211	S00085
AC	P00211	S00086
AC	P00211	S00087
AC	P00211	S00088
AC	P00211	S00089
AC	P00211	S00090
AC	P00211	S00109
AC	P00211	S00110
AC	P00211	S00111
AC	P00211	S00112
